PostID,UserID,PostDate,Content,Likes,Shares,Comments,HasMedia,Platform,UserFollowers
259,user_30,2025-06-08 13:31:46,Computer present expert church call discuss.,48,10,16,0,Instagram,10455
260,user_46,2025-06-19 10:01:27,Five race character focus member hard of.,58,9,7,1,Instagram,13764
261,user_31,2025-06-23 19:31:14,Within central language arrive option that fast material.,45,9,9,0,Instagram,13847
262,user_36,2025-06-10 18:47:35,Go example where different lose.,42,7,7,1,Twitter,13263
263,user_39,2025-06-27 03:48:06,Marriage individual surface every school true reveal approach hear.,48,11,5,0,Twitter,8218
264,user_18,2025-06-22 02:43:31,Number yet will particular thing value woman break term.,48,11,7,1,TikTok,9681
265,user_18,2025-05-29 04:39:36,Read fear ever only.,54,15,7,1,TikTok,4043
266,user_20,2025-06-14 03:36:18,Animal late task him huge campaign subject less require man together contain another home officer note.,59,7,6,1,Twitter,8169
267,user_29,2025-06-14 17:48:22,Author study imagine blue story environmental center value suddenly box yard.,51,13,5,1,Instagram,9710
268,user_22,2025-06-14 01:57:40,Likely democratic rich voice fire board plan stand look question whether scientist mention able court.,54,11,11,1,Instagram,8752
269,user_21,2025-06-23 08:05:02,Economic traditional wife by some behavior ok.,55,12,11,0,TikTok,5394
270,user_25,2025-06-15 02:46:39,Amount short church suddenly fill.,46,14,7,1,Twitter,4359
271,user_21,2025-06-22 00:24:13,Mouth term assume call animal defense determine very describe game water son scientist begin.,45,13,11,1,Instagram,5030
272,user_43,2025-06-22 03:31:10,Form begin do skin sea government difference lose upon industry laugh anything.,56,12,7,0,Instagram,8426
273,user_3,2025-06-26 12:08:35,Language draw oil scene body deal middle still.,55,8,2,1,Twitter,10227
274,user_29,2025-06-11 21:01:46,Could how reduce figure represent keep election.,48,6,7,1,Twitter,9181
275,user_47,2025-06-04 16:43:23,Reduce draw Congress line figure.,38,9,10,1,TikTok,7356
276,user_10,2025-06-02 05:01:09,Ever score cover ten past draw.,53,11,7,1,Instagram,7863
277,user_22,2025-05-31 20:44:38,Speech maintain property city evening watch respond development realize raise happen expert important hold thus action actually new citizen.,62,5,3,1,TikTok,7251
278,user_6,2025-06-27 10:16:14,Open science set throughout boy production sort improve under in environmental throughout.,45,10,8,1,Instagram,14066
279,user_41,2025-06-22 01:51:37,Statement rise able deep no lead edge product beat not entire name entire story run.,39,5,13,0,TikTok,7249
280,user_5,2025-06-05 17:10:09,Page mother role strategy happen.,52,12,6,1,Twitter,10979
281,user_48,2025-06-26 12:29:32,Federal hot color side hit.,49,14,6,1,Twitter,13541
282,user_49,2025-06-22 00:43:11,Available military far end else together think that institution.,44,13,12,0,Instagram,16835
283,user_11,2025-06-05 06:35:57,National address role play provide seven level sea mission majority material help.,54,9,3,0,Twitter,6920
284,user_21,2025-06-26 17:23:13,Political south evidence.,54,13,7,1,Instagram,13690
285,user_24,2025-06-19 05:54:04,Camera heart education affect bag debate window son center.,47,6,9,0,Twitter,8422
286,user_34,2025-06-09 04:28:32,The once woman face avoid rest daughter.,41,11,6,0,Twitter,10533
287,user_12,2025-06-06 19:08:48,Even coach notice in Democrat.,35,11,7,1,TikTok,9334
288,user_44,2025-06-10 10:42:16,Weight word address behavior for have official agent.,52,16,9,1,TikTok,6551
289,user_10,2025-06-06 17:21:23,Civil out century one measure loss certain image.,42,10,9,1,TikTok,9475
290,user_17,2025-06-02 00:05:32,Build customer plan discuss peace sit specific condition institution be method cover since data.,53,15,8,1,TikTok,6790
291,user_1,2025-05-31 12:27:42,Floor coach simple name best drive money green economy line college bank leg our.,58,13,8,1,TikTok,14201
292,user_35,2025-06-12 02:31:20,Election evening simply total anyone pattern knowledge ever.,50,12,5,0,Instagram,11662
293,user_23,2025-06-25 02:32:24,Record mother political compare customer eight house happy former friend guy quickly kind party gas white east.,48,10,4,1,TikTok,15087
294,user_28,2025-06-24 22:00:09,Center sea early avoid state old their another particular trade purpose seek.,60,18,4,1,Instagram,15691
295,user_13,2025-06-16 17:18:53,Everything paper continue each daughter certainly run.,58,4,8,1,Twitter,12933
296,user_16,2025-05-28 17:42:21,Court fast campaign environment top national.,37,12,5,1,TikTok,3683
297,user_19,2025-06-21 03:25:43,Life window see wish involve indeed line bag number.,52,8,8,0,TikTok,7307
298,user_26,2025-06-15 15:06:44,Area might pretty again look interview no fly artist.,44,14,12,0,TikTok,6063
299,user_44,2025-06-11 20:57:43,School must member another south.,54,9,7,1,Instagram,8254
300,user_50,2025-06-12 16:56:14,Nature cut show life nation.,54,9,8,1,Twitter,6478
301,user_41,2025-06-18 07:26:33,Computer stock defense loss responsibility speak.,47,11,10,1,TikTok,4479
302,user_49,2025-06-22 03:46:48,In inside ready information in quite I fast wonder someone guess strategy notice pattern officer.,55,6,7,0,TikTok,9903
303,user_7,2025-06-26 07:24:51,Win long fill all evening will beat lose glass summer speak it military institution real say tree different option.,59,13,7,0,Instagram,16374
304,user_29,2025-06-09 21:44:56,Near apply rise generation computer improve.,48,5,6,1,TikTok,13994
305,user_9,2025-06-06 17:38:41,Candidate space garden machine anyone.,53,14,11,1,Instagram,8578
306,user_48,2025-05-30 22:35:36,Identify east hour game skin million method present skill eye painting measure speech.,59,12,14,0,Twitter,8902
307,user_9,2025-05-30 13:31:21,School Congress federal treat evening near service news where resource Mr official return agent employee act military center.,54,11,8,1,TikTok,10328
308,user_33,2025-06-18 02:31:54,Follow could expert foreign skill ok idea avoid seat prove place.,47,9,4,0,Instagram,10227
309,user_31,2025-06-01 22:00:39,Sense example learn find forget rich sport owner federal pay.,46,6,10,1,Twitter,9613
310,user_30,2025-06-14 00:25:27,Area remain push serve stand school.,53,8,7,0,Twitter,11021
311,user_44,2025-06-16 04:28:02,Range far natural quickly successful Mrs have sense work.,55,14,11,1,TikTok,11419
312,user_24,2025-06-20 16:35:28,Discussion accept American throughout where doctor.,54,14,7,1,Twitter,12811
313,user_17,2025-06-22 16:45:45,Man themselves front hand Mr participant hard through civil us lead team law.,46,9,5,0,Instagram,1833
314,user_24,2025-06-03 22:06:17,Role consider future call western late ready so couple pass consider race nothing see.,60,10,8,1,TikTok,12827
315,user_25,2025-06-24 23:47:17,Anything reduce health building appear card serious Congress friend involve ago themselves budget commercial happen.,57,9,9,1,Twitter,8888
316,user_44,2025-06-25 14:35:01,Production their quality management investment huge young smile term order.,44,12,5,1,Twitter,5955
317,user_40,2025-06-04 09:54:27,Oil easy remember score cut figure thousand behind office idea political everyone second special under carry how nation.,50,9,5,1,TikTok,13758
318,user_15,2025-06-04 14:11:21,Could religious actually course statement reason force score stand center.,47,12,9,0,TikTok,8655
319,user_30,2025-06-23 16:36:18,From bank create say will toward hand fire little president.,59,12,4,1,Twitter,6808
320,user_9,2025-05-31 07:48:21,Knowledge why face build.,44,7,9,0,Instagram,7630
321,user_32,2025-06-23 21:22:24,That success buy partner.,46,8,6,0,Twitter,10543
322,user_35,2025-06-17 18:34:44,Training be position lawyer.,38,15,7,1,Instagram,13909
323,user_24,2025-05-30 01:22:58,But night rock theory brother table situation easy thought past job ten statement with although.,46,11,4,1,TikTok,9597
324,user_48,2025-06-26 18:54:00,Explain south team try employee however accept.,33,6,7,1,TikTok,11236
325,user_7,2025-06-01 12:51:09,Player enjoy threat rich eat use public young serious this.,60,13,8,1,Instagram,8157
326,user_3,2025-05-29 01:34:31,These official small happen open huge ever partner reflect as whatever.,46,11,8,0,Instagram,7870
327,user_29,2025-06-20 01:09:02,Security day sea head accept decide score safe PM clearly.,54,12,4,1,Twitter,8644
328,user_44,2025-05-31 16:30:37,Strategy center conference final treatment usually science thousand positive produce outside behind dog.,40,16,10,1,Twitter,7631
329,user_26,2025-06-27 10:19:14,Here case hot data officer garden.,47,12,8,0,Twitter,9807
330,user_30,2025-05-29 13:10:12,Seek yourself whether by process clearly.,50,15,13,0,TikTok,11608
331,user_41,2025-06-21 10:12:21,Rise of collection environmental thought doctor energy however center you relate style movement.,48,9,9,0,Twitter,9737
332,user_22,2025-06-07 08:28:08,Manage after increase human father prepare.,49,10,4,0,TikTok,11644
333,user_14,2025-06-10 14:06:14,Team walk public company tonight growth strong.,44,14,9,0,TikTok,13024
334,user_14,2025-06-27 16:37:10,Lose Mrs commercial artist throw trial a one either sort.,52,10,7,1,Twitter,8351
335,user_39,2025-06-18 14:37:18,Put every require.,54,11,8,1,Twitter,10147
336,user_9,2025-06-16 12:47:14,Magazine work management current tough pay program daughter rather.,45,12,12,1,Twitter,12306
337,user_8,2025-06-27 09:39:42,Put floor ability wait only certain card production person suggest.,53,11,6,0,Twitter,15770
338,user_1,2025-06-05 15:40:08,Between thing yard travel lose call sometimes lot me tell truth series.,49,10,9,0,TikTok,7676
339,user_21,2025-06-22 12:16:11,Beyond see leg face.,51,10,7,0,Instagram,8535
340,user_4,2025-06-02 03:16:04,Day prepare green suddenly can term already why.,43,13,3,1,TikTok,11899
341,user_8,2025-06-26 10:38:50,Over style maybe add plan.,58,3,7,1,Instagram,7964
342,user_50,2025-05-31 22:42:40,Behavior seem you during always baby whom serve.,47,11,8,0,Instagram,9045
343,user_33,2025-06-26 23:09:35,Large man line military here really court consumer history.,50,11,6,0,TikTok,9686
344,user_43,2025-05-30 08:02:48,Bar approach gun PM describe development pretty military myself end during teacher we fly.,52,11,11,1,Instagram,11179
345,user_42,2025-05-29 11:30:18,Medical good discover site.,54,7,6,0,Instagram,9129
346,user_26,2025-06-05 18:11:57,The certainly find speak break personal draw can field play control picture area serious.,56,11,7,0,Instagram,8915
347,user_46,2025-06-21 02:13:19,Business assume lose baby hold fish brother many end spend.,58,16,12,0,Twitter,5499
348,user_21,2025-06-27 00:26:05,How board check machine college increase find might.,53,13,10,0,Twitter,7663
349,user_9,2025-06-20 09:17:40,Nice region eat Mr image bit image.,35,10,7,1,Instagram,15092
350,user_39,2025-06-19 09:55:37,Cost stop tell gas situation list dog list boy tonight politics.,48,12,14,1,Instagram,7957
351,user_33,2025-06-10 17:05:29,Information relationship yeah red discuss than relate step.,59,4,8,1,Twitter,13438
352,user_45,2025-06-02 21:14:31,Population over across significant land.,46,6,9,0,Instagram,9706
353,user_29,2025-06-07 06:17:58,Like later television who report measure collection car.,60,3,4,1,Instagram,8563
354,user_30,2025-06-07 05:45:09,Keep personal political together raise daughter long soldier human.,49,9,7,1,TikTok,11078
355,user_7,2025-06-10 22:47:19,Performance carry decide follow man other enjoy participant eye early culture food.,46,10,8,1,Instagram,7618
356,user_43,2025-06-27 16:17:41,Brother area take keep tend beautiful.,42,10,8,1,Twitter,10448
357,user_44,2025-06-15 15:31:39,Side again necessary occur technology head model tend same rule ahead local magazine fine reach special.,39,18,6,0,Twitter,15965
358,user_6,2025-06-06 00:22:31,Man unit challenge sure performance morning.,48,10,10,1,Twitter,16841
359,user_48,2025-06-03 14:51:59,Together million within point especially Congress soon visit hand.,49,10,7,0,TikTok,10492
360,user_4,2025-06-21 03:15:37,Ten physical clearly huge do issue several edge green.,49,6,11,1,TikTok,16588
361,user_8,2025-06-14 06:33:29,Concern machine political west red agreement choose sign indicate stuff.,47,8,5,1,TikTok,5924
362,user_49,2025-06-11 12:51:14,North while son threat including nice hold network city hand two.,50,7,11,0,Instagram,6760
363,user_39,2025-06-10 16:33:17,Feeling subject a season issue home.,52,7,5,1,Twitter,13619
364,user_37,2025-06-21 22:49:12,Beautiful still happy economic discover upon gas fund environment.,51,8,10,0,Twitter,5418
365,user_43,2025-06-14 05:23:57,Official leg win building speak member hot.,46,10,7,0,Twitter,4836
366,user_23,2025-06-09 22:38:20,Until think court much open left modern tough up.,54,8,12,1,Twitter,7251
367,user_49,2025-06-16 18:25:10,Change show laugh out others list not daughter fight.,49,11,5,0,Instagram,3891
368,user_36,2025-06-05 17:01:46,Care word list home population star say wait program national young job expect decide skin.,45,14,10,0,TikTok,10142
369,user_43,2025-06-08 17:11:48,Father admit relate experience office article message.,38,8,5,0,Twitter,10236
370,user_18,2025-06-06 18:33:37,According hard way theory address finally should above owner.,49,11,4,1,Instagram,13161
371,user_1,2025-06-07 16:29:35,Together west happy away the certain.,45,7,11,0,TikTok,13240
372,user_43,2025-06-07 22:02:45,Imagine hot if down and purpose admit eight myself church the Republican I physical.,75,13,7,0,Twitter,12828
373,user_48,2025-06-02 04:59:16,Yourself back magazine indeed left clear especially spend many instead line media quickly today blue.,58,10,9,0,Twitter,14109
374,user_48,2025-06-21 19:28:38,Most cell challenge safe for back against style better hit hold operation.,53,8,7,0,Instagram,6741
375,user_27,2025-06-03 06:28:14,Red available if start whether wonder or national car lose.,37,13,10,1,Twitter,9362
376,user_24,2025-06-23 21:57:07,Feeling second president add parent focus.,47,5,4,1,TikTok,13536
377,user_39,2025-06-07 16:05:32,Hit other return force before give.,52,11,6,0,Twitter,14672
378,user_11,2025-06-17 21:14:51,Kid money bar guy subject mean game exactly tell environmental poor total develop why security simply exactly measure.,54,8,9,0,TikTok,11561
379,user_6,2025-06-14 05:22:08,Maybe experience close either rule see animal general charge analysis defense.,56,14,8,1,TikTok,7464
380,user_28,2025-06-05 05:33:34,Far south sport too model easy police about little draw strong wear environment food.,44,15,7,1,Instagram,11660
381,user_18,2025-06-10 10:39:24,Social main evening your hundred.,54,13,9,0,Instagram,12071
382,user_28,2025-06-10 23:28:17,Environmental low trip board few.,49,12,4,1,TikTok,10796
383,user_44,2025-06-25 08:10:07,Already kind drug still himself down relate property feeling often space between.,48,6,8,1,TikTok,13540
384,user_43,2025-06-07 23:29:52,Year wonder well expert player always near also law real.,53,15,13,0,Twitter,13432
385,user_26,2025-05-29 19:36:10,Speech light quickly level kind structure TV kid practice market allow another huge.,53,9,9,0,Twitter,14179
386,user_14,2025-06-15 15:56:09,Should look author challenge so voice window.,45,11,6,0,Twitter,12518
387,user_49,2025-06-09 08:34:36,Public Mr keep guy tax ever tonight yard start newspaper.,61,7,10,1,Instagram,12426
388,user_8,2025-06-04 09:46:18,Try gun six within spring might.,47,11,5,1,TikTok,8246
389,user_28,2025-06-05 18:02:01,Number the test first.,40,16,8,0,Instagram,10428
390,user_35,2025-06-20 06:06:56,Only everybody represent teach Mr official return improve.,49,9,8,1,Twitter,10030
391,user_26,2025-06-25 02:39:36,Movie us animal everyone second tax.,59,7,9,1,Twitter,10167
392,user_30,2025-06-24 06:16:00,Author century appear war.,49,12,9,1,TikTok,9071
393,user_28,2025-05-29 13:07:53,Condition according boy hold sound style himself gas.,59,9,13,1,TikTok,5149
394,user_41,2025-06-02 07:46:52,Tend campaign throw resource professional sit difference test again.,62,17,8,1,Twitter,9311
395,user_26,2025-06-18 15:39:03,My smile they today.,42,9,7,1,Twitter,6225
396,user_40,2025-06-23 03:53:44,Among hair field management other such such reflect run.,55,12,8,1,Twitter,12194
397,user_28,2025-06-12 13:17:20,Indeed meeting standard arm it not its.,44,9,5,0,Instagram,12853
398,user_38,2025-06-20 17:15:54,Off radio throw amount represent discussion join consumer since act.,41,13,8,0,Instagram,11580
399,user_20,2025-06-23 22:53:57,Charge another society wide buy southern nearly open share hope second those need.,56,7,8,0,Instagram,12168
400,user_50,2025-06-01 23:12:30,Level production marriage just.,53,10,7,0,TikTok,10335
401,user_41,2025-06-17 22:40:33,Manage different everybody effort.,59,10,11,0,Instagram,13311
402,user_23,2025-06-19 23:31:43,Attention region yard eight investment activity run about thing again high piece country.,59,5,8,0,Twitter,9231
403,user_7,2025-06-13 19:42:06,Before majority dark toward adult magazine appear and.,44,14,7,1,Twitter,14082
404,user_12,2025-06-23 00:24:29,Point change test leg ten own knowledge expect place they watch play answer business laugh happen talk officer.,64,17,11,0,TikTok,10079
405,user_5,2025-06-12 17:47:31,Phone population wear third letter.,57,8,6,1,Instagram,11458
406,user_49,2025-06-06 08:17:13,Dark detail home cause game general him see spend stock determine paper station those.,51,9,5,1,TikTok,4151
407,user_37,2025-05-29 16:24:18,Offer up talk leader pull notice represent question main.,48,8,7,1,TikTok,11882
408,user_21,2025-06-11 15:37:14,Story level send feeling.,40,10,12,1,Twitter,9161
409,user_31,2025-05-29 11:07:49,Test computer almost own structure difficult medical everything mission car share seven southern experience day yeah.,40,13,6,1,Instagram,12056
410,user_38,2025-06-15 01:25:42,Ago win that above book.,53,10,10,1,TikTok,9575
411,user_5,2025-06-01 17:14:07,Degree organization allow form successful ball but talk treat tree capital.,36,12,7,1,Instagram,8397
412,user_3,2025-06-25 01:10:37,Management nor both compare party.,58,10,5,1,Instagram,10452
413,user_5,2025-06-10 00:31:46,Black could save another morning find minute win necessary important ten body dinner perform call end course.,72,8,9,0,TikTok,10603
414,user_39,2025-06-13 13:15:41,Difference candidate campaign rate authority themselves list life.,48,11,6,1,Instagram,8731
415,user_38,2025-06-02 02:40:39,On determine involve public consumer region project out vote present couple general state quality agent.,48,6,6,0,Instagram,7311
416,user_37,2025-06-09 19:12:55,Bank father western down across check safe between make that red give whole spring special responsibility prove probably foreign.,48,15,12,0,Instagram,10910
417,user_39,2025-06-06 23:11:04,Necessary month response some new Mrs stand offer Mr story just.,42,12,4,0,Twitter,16435
418,user_29,2025-05-30 20:43:03,Lawyer glass his rather represent them.,53,7,10,1,TikTok,12684
419,user_6,2025-06-26 08:56:47,Yet write anything because actually race seek heavy discover though local seven success gun the ground.,36,11,11,0,Twitter,9845
420,user_16,2025-06-18 17:48:16,Do sit may fund participant play walk computer.,41,17,10,1,TikTok,11509
421,user_34,2025-06-18 08:44:11,Pretty another paper southern wrong fish forward cause level ball line.,49,9,10,0,Instagram,10577
422,user_24,2025-05-31 16:27:39,Him must table teacher between help.,51,5,5,1,Instagram,17176
423,user_50,2025-06-26 13:20:40,New to consumer baby thousand color perform art class idea.,51,7,8,0,TikTok,9480
424,user_42,2025-06-02 12:25:36,Realize once child suggest better cause nothing up someone from common him.,54,10,10,0,Instagram,9020
425,user_7,2025-06-08 19:41:45,True its job run wind moment treat stock.,49,9,12,1,Instagram,8592
426,user_17,2025-06-23 03:33:09,But the truth outside building sea bag bag care.,44,11,9,0,Instagram,10089
427,user_6,2025-05-31 16:47:32,Last go partner child rather debate cell south interview student before room opportunity degree wonder door hit fast either.,46,14,7,0,Instagram,12819
428,user_20,2025-05-30 11:36:31,Of tonight difficult his key loss practice situation station difficult north activity.,48,9,8,1,Twitter,8831
429,user_39,2025-06-09 07:22:45,Parent brother produce notice.,65,8,10,1,TikTok,10259
430,user_25,2025-06-11 01:43:49,Star commercial available free bit sound yeah now available cut dinner pull food people have half point speech kind occur threat.,50,10,7,1,Twitter,8727
431,user_43,2025-05-30 22:28:27,Sister doctor up ask just present early suddenly home environment around piece nor answer teach marriage threat thought lose.,47,8,11,0,TikTok,10226
432,user_43,2025-05-28 22:06:47,Behind learn information surface together president off ok debate little boy bill give.,41,10,5,1,Twitter,6925
433,user_24,2025-06-01 05:23:07,Like lead get fly individual another.,55,8,4,0,Twitter,12067
434,user_22,2025-05-28 20:39:17,Pressure feel hard just federal responsibility campaign foot approach stay term seek send newspaper state.,43,10,11,0,Twitter,7949
435,user_9,2025-05-31 03:53:54,Along main there condition film perform food.,58,7,4,0,Instagram,8725
436,user_7,2025-06-18 23:53:18,Give staff entire day Congress great require Republican design admit individual specific detail.,58,7,9,0,TikTok,13174
437,user_22,2025-06-03 16:50:09,Change right me side thank difficult serve part both box international eat rule store bar say.,50,9,6,0,TikTok,7701
438,user_25,2025-06-11 19:37:28,Whose you field less perhaps house.,43,6,5,0,Twitter,6615
439,user_45,2025-06-24 04:06:34,Statement only type our manage room without manage glass firm lot forward idea throughout pass use lot.,38,15,9,0,TikTok,11668
440,user_29,2025-06-25 02:33:18,Civil around sign practice western.,49,9,9,1,Instagram,8226
441,user_44,2025-06-02 11:58:19,Girl area two respond positive husband teach keep goal.,50,6,6,1,TikTok,7467
442,user_19,2025-06-22 07:01:13,Describe try current rich large opportunity yard area center hit appear.,47,12,10,0,TikTok,11927
443,user_16,2025-06-06 11:23:26,Sister not office kitchen skin cell bed rise Democrat beyond pay.,53,11,12,1,Twitter,8797
444,user_24,2025-06-06 23:33:21,Accept area modern avoid help everything buy yet though be plant tree case voice happy eat present run vote nature opportunity.,42,9,9,1,Instagram,12447
445,user_50,2025-06-09 06:35:09,Degree represent draw decision teacher number film protect about the.,55,6,6,1,TikTok,13872
446,user_34,2025-05-30 09:43:06,Station center skin whole authority anyone produce her blue father.,53,14,5,0,Twitter,17763
447,user_39,2025-05-29 11:44:41,History cold western buy sing base rise mean.,57,11,13,1,Twitter,9373
448,user_42,2025-06-27 02:18:54,Prevent control skin why war everything after Republican field official raise fine well.,54,14,5,1,TikTok,9061
449,user_7,2025-06-06 15:12:58,Person answer me relate long month ok population the.,58,11,8,0,Instagram,11963
450,user_6,2025-05-30 00:55:25,Owner her despite local push successful pay produce eight.,64,5,10,1,Instagram,10279
451,user_33,2025-06-15 19:38:31,Along lot everyone break tax inside edge.,58,8,8,1,Twitter,11009
452,user_15,2025-06-18 04:14:19,Increase them partner involve pattern listen someone.,42,8,10,1,Twitter,12744
453,user_27,2025-06-02 04:18:26,Least join hear series democratic.,58,13,7,1,TikTok,9429
454,user_24,2025-06-22 15:45:26,Assume course wrong modern.,49,12,4,1,Twitter,5507
455,user_24,2025-06-15 11:44:42,Near camera remember one not song sense for mission.,57,6,12,0,Instagram,12526
456,user_7,2025-06-06 11:15:40,What actually though happen attack teach always memory forward outside into professor single few war.,61,9,5,1,Twitter,10069
457,user_9,2025-06-15 13:36:56,Conference mouth factor it candidate great.,61,9,6,1,Instagram,13276
458,user_45,2025-06-10 09:25:24,Central knowledge speech citizen traditional.,45,11,9,1,Instagram,5570
459,user_40,2025-06-15 00:26:34,Child century street.,38,8,7,0,Twitter,12051
460,user_17,2025-06-14 16:48:13,Walk treat their opportunity happen.,63,9,8,0,TikTok,9840
461,user_47,2025-06-22 22:16:07,Most reflect case form rule step use raise consumer police like doctor during author today west.,46,7,3,1,Twitter,12063
462,user_50,2025-06-22 10:47:24,Young body strong whether one.,58,7,7,0,Instagram,8161
463,user_8,2025-06-09 17:49:26,Chair it know family where.,43,11,7,0,Instagram,9890
464,user_41,2025-06-06 15:02:51,He similar fast difference we cup position treat girl race enough especially person daughter worry mind manager from.,46,10,7,1,Twitter,11978
465,user_8,2025-06-23 19:26:12,Affect hear ready today stuff charge loss floor should since.,60,13,6,0,TikTok,10123
466,user_33,2025-06-23 13:32:38,Analysis number example usually face religious peace Mrs involve.,48,11,7,0,TikTok,11793
467,user_10,2025-06-10 04:57:59,Help happy loss team popular former foot stay sister past song.,48,9,9,1,Twitter,6342
468,user_40,2025-06-10 12:31:50,Show cup pattern push star part.,44,11,7,0,TikTok,9687
469,user_27,2025-06-26 04:59:32,Meet how sure Republican music smile strong.,47,7,7,0,TikTok,10993
470,user_24,2025-06-03 21:38:51,Turn book hot away something out.,57,10,10,0,Instagram,14854
471,user_31,2025-06-24 22:50:50,Hour perhaps lawyer.,51,13,6,1,Instagram,13164
472,user_17,2025-05-31 00:26:42,Father break her decide.,50,10,11,1,Twitter,9891
473,user_23,2025-06-11 16:05:27,Policy area almost forward history long.,50,7,8,0,TikTok,13502
474,user_48,2025-06-25 19:44:23,Along teach event close traditional relationship.,49,11,7,0,Twitter,7828
475,user_23,2025-06-07 22:29:17,Mention week my century plan themselves person thus gun forward yourself western none professor.,47,14,5,1,TikTok,9435
476,user_12,2025-06-01 18:41:54,Part kind draw check degree finally agent understand Republican lawyer to into indicate money.,60,9,10,1,TikTok,9689
477,user_31,2025-06-07 13:57:29,Once interesting nothing religious late religious shoulder deal color.,50,8,10,0,Twitter,7778
478,user_5,2025-06-17 18:30:34,Room instead any clearly lose fly data drive space four.,63,13,10,0,Instagram,12594
479,user_13,2025-06-09 07:32:10,Power process happen east.,52,9,7,0,Twitter,9176
480,user_21,2025-06-17 13:32:40,Heart store civil important radio worker response need hair.,55,13,11,1,TikTok,12619
481,user_31,2025-06-21 14:32:09,Evening development drive set forward reduce science American produce visit tax.,50,10,9,0,TikTok,4850
482,user_13,2025-06-09 18:23:29,Get recognize institution community argue include purpose sort seem attack position.,57,6,10,1,Twitter,5885
483,user_42,2025-06-13 22:28:28,Side lay around nature side production message pass heart individual series newspaper.,59,17,2,1,Twitter,3941
484,user_24,2025-06-25 18:14:06,Animal site there sign thank respond modern more experience daughter test.,49,14,6,1,TikTok,11646
485,user_29,2025-06-10 01:18:11,Available until bank letter price describe.,54,8,4,1,Twitter,5128
486,user_32,2025-06-18 23:07:43,Nice southern debate avoid military business citizen mean day begin why.,43,4,6,1,TikTok,8890
487,user_18,2025-06-21 10:26:28,Because manage act reality lot us run.,48,8,6,1,Twitter,19269
488,user_28,2025-06-01 21:42:30,Success whose possible gun officer brother coach figure present.,58,4,7,0,TikTok,10840
489,user_19,2025-06-22 04:42:17,Senior record campaign under suffer way example can.,48,15,8,0,Twitter,10321
490,user_21,2025-06-26 19:02:49,Nor financial left herself chance throw itself kid top likely.,49,7,6,1,Instagram,9043
491,user_29,2025-06-16 16:38:40,Population everybody serious hard lot current easy condition interview design tell never our.,51,10,7,1,Twitter,18447
492,user_45,2025-06-03 16:53:53,Kind part southern time ball middle thing.,45,10,9,1,Instagram,2827
493,user_3,2025-06-12 17:42:08,Cover apply tree participant word adult month.,59,9,9,1,Instagram,7162
494,user_41,2025-06-16 19:04:23,Say clearly newspaper outside.,38,9,7,0,TikTok,10779
495,user_41,2025-06-17 06:40:27,City analysis specific meet actually protect store far new economy player.,48,10,5,1,TikTok,12017
496,user_48,2025-06-08 17:44:02,True become tonight lawyer agency service really to Republican laugh local decision soldier those those quality wall.,48,7,9,0,Twitter,15312
497,user_10,2025-06-22 04:16:20,Behind go bag as fear remain nice movement population likely manager brother group such arrive itself new draw discover.,43,12,8,1,Twitter,8995
498,user_9,2025-06-15 08:55:02,Create talk most statement which else.,43,7,4,0,TikTok,4618
499,user_24,2025-06-22 15:07:21,Just for southern tax fire face authority gas especially walk power star character.,53,12,10,1,TikTok,7787
500,user_3,2025-06-02 23:05:20,Simple this firm decade loss set direction doctor chance.,50,15,9,0,TikTok,7497
